name	Sample	OTU	effect	mean_TPR	mean_FPR
fastANCOM	300	300	2	0.018	0.005683333
LEfSe	300	300	2	0.023	0.007122222
limma_voom	300	300	2	0.048	0.015433333
LinDA	300	300	2	0.027166667	0.008444444
MaAsLin2	300	300	2	0.025166667	0.007755556
Wilcox	300	300	2	0.021166667	0.006505556
ZicoSeq	300	300	2	0	0
ALDEx2_wi	300	300	5	0.059166667	0.016583333
Corncob	300	300	5	0.0875	0.025816667
DACOMP	300	300	5	0.056666667	0.016766667
DESeq2	300	300	5	0.134833333	0.041866667
fastANCOM	300	300	5	0.092333333	0.028105556
LEfSe	300	300	5	0.1115	0.033538889
limma_voom	300	300	5	0.181166667	0.056172222
LinDA	300	300	5	0.118	0.035988889
MaAsLin2	300	300	5	0.127166667	0.039183333
Wilcox	300	300	5	0.1045	0.031444444
ZicoSeq	300	300	5	0	0
ALDEx2_wi	50	300	1	0	0
Corncob	50	300	1	0.000166667	2.22E-05
DACOMP	50	300	1	0	0
DESeq2	50	300	1	0.0035	0.000822222
fastANCOM	50	300	1	0	0
LEfSe	50	300	1	0.001020408	0.000147392
limma_voom	50	300	1	0.006	0.002205556
LinDA	50	300	1	0.000166667	6.67E-05
MaAsLin2	50	300	1	0.000167504	2.23E-05
Wilcox	50	300	1	0.000166667	5.56E-06
ZicoSeq	50	300	1	0	0
ALDEx2_wi	50	300	10	0.020833333	0.00595
Corncob	50	300	10	0.021833333	0.006483333
DACOMP	50	300	10	0.029166667	0.008361111
DESeq2	50	300	10	0.064333333	0.018733333
fastANCOM	50	300	10	0.029333333	0.008288889
LEfSe	50	300	10	0.031666667	0.009344444
limma_voom	50	300	10	0.123166667	0.038555556
LinDA	50	300	10	0.037	0.011
MaAsLin2	50	300	10	0.036333333	0.010561111
Wilcox	50	300	10	0.028	0.008433333
ZicoSeq	50	300	10	0	0
ALDEx2_wi	50	300	2	0.001666667	0.00035
Corncob	50	300	2	0.001666667	0.000411111
DACOMP	50	300	2	0.000333333	0.000116667
DESeq2	50	300	2	0.010833333	0.002872222
fastANCOM	50	300	2	0.001	0.000183333
LEfSe	50	300	2	0.002368866	0.000468133
limma_voom	50	300	2	0.010166667	0.004055556
LinDA	50	300	2	0.001666667	0.000438889
MaAsLin2	50	300	2	0.001333333	0.000494444
Wilcox	50	300	2	0.001333333	0.00035
ZicoSeq	50	300	2	0	0
ALDEx2_wi	50	300	5	0.013833333	0.003655556
Corncob	50	300	5	0.012	0.003022222
DACOMP	50	300	5	0.016666667	0.004205556
DESeq2	50	300	5	0.042333333	0.012588889
fastANCOM	50	300	5	0.0155	0.004194444
LEfSe	50	300	5	0.017833333	0.004616667
limma_voom	50	300	5	0.056833333	0.016394444
LinDA	50	300	5	0.02	0.005322222
MaAsLin2	50	300	5	0.019666667	0.005161111
Wilcox	50	300	5	0.015833333	0.004166667
ZicoSeq	50	300	5	0	0
ALDEx2_wi	500	300	1	0	0
Corncob	500	300	1	0	5.00E-05
DACOMP	500	300	1	0	2.22E-05
DESeq2	500	300	1	0.005166667	0.001638889
fastANCOM	500	300	1	0	0
LEfSe	500	300	1	0.000167504	3.35E-05
limma_voom	500	300	1	0.011	0.003316667
LinDA	500	300	1	0.000166667	8.89E-05
MaAsLin2	500	300	1	0.000166667	3.89E-05
Wilcox	500	300	1	0.000166667	5.00E-05
ZicoSeq	500	300	1	0	0
ALDEx2_wi	500	300	10	0.1525	0.045705556
Corncob	500	300	10	0.2455	0.072988889
DACOMP	500	300	10	0.072833333	0.020022222
DESeq2	500	300	10	0.282666667	0.083177778
fastANCOM	500	300	10	0.248333333	0.076205556
LEfSe	500	300	10	0.2825	0.084944444
limma_voom	500	300	10	0.412333333	0.127716667
LinDA	500	300	10	0.2395	0.0724
MaAsLin2	500	300	10	0.331333333	0.100133333
Wilcox	500	300	10	0.271833333	0.081761111
ZicoSeq	500	300	10	5.00E-04	0.000155556
ALDEx2_wi	500	300	2	0.025666667	0.006561111
Corncob	500	300	2	0.031666667	0.008
DACOMP	500	300	2	0.0425	0.011922222
DESeq2	500	300	2	0.079	0.022955556
fastANCOM	500	300	2	0.034666667	0.009255556
LEfSe	500	300	2	0.040833333	0.010855556
limma_voom	500	300	2	0.072333333	0.022188889
LinDA	500	300	2	0.046833333	0.013444444
MaAsLin2	500	300	2	0.045333333	0.013166667
Wilcox	500	300	2	0.036333333	0.0098
ZicoSeq	500	300	2	0	0
ALDEx2_wi	500	300	5	0.084	0.024361111
Corncob	500	300	5	0.129333333	0.039127778
DACOMP	500	300	5	0.0635	0.0174
DESeq2	500	300	5	0.195166667	0.057277778
fastANCOM	500	300	5	0.132833333	0.04005
LEfSe	500	300	5	0.161666667	0.048661111
limma_voom	500	300	5	0.222833333	0.068505556
LinDA	500	300	5	0.155833333	0.046044444
MaAsLin2	500	300	5	0.182166667	0.054494444
Wilcox	500	300	5	0.150833333	0.045233333
ZicoSeq	500	300	5	0	0
ALDEx2_wi	100	400	1	0	0
Corncob	100	400	1	0	5.56E-06
DACOMP	100	400	1	0	2.78E-05
DESeq2	100	400	1	0.001375	0.000594444
fastANCOM	100	400	1	0	1.67E-05
LEfSe	100	400	1	0	0.000124777
limma_voom	100	400	1	0.008375	0.004127778
LinDA	100	400	1	0.00025	5.00E-05
MaAsLin2	100	400	1	0.000126263	3.37E-05
Wilcox	100	400	1	0	2.22E-05
ZicoSeq	100	400	1	0	0
ALDEx2_wi	100	400	10	0.036375	0.015538889
Corncob	100	400	10	0.05175	0.022005556
DACOMP	100	400	10	0.045125	0.020255556
DESeq2	100	400	10	0.084375	0.036016667
fastANCOM	100	400	10	0.059375	0.026738889
LEfSe	100	400	10	0.074875	0.032227778
limma_voom	100	400	10	0.21125	0.090161111
LinDA	100	400	10	0.08375	0.0362
MaAsLin2	100	400	10	0.08275	0.034866667
Wilcox	100	400	10	0.068375	0.029711111
ZicoSeq	100	400	10	0	0
ALDEx2_wi	100	400	2	0.0045	0.002022222
Corncob	100	400	2	0.004125	0.001927778
DACOMP	100	400	2	0.00575	0.002538889
DESeq2	100	400	2	0.021875	0.009544444
fastANCOM	100	400	2	0.0035	0.001772222
LEfSe	100	400	2	0.006532663	0.002998325
limma_voom	100	400	2	0.0335	0.014211111
LinDA	100	400	2	0.0055	0.002683333
MaAsLin2	100	400	2	0.0055	0.002588889
Wilcox	100	400	2	0.00575	0.002416667
ZicoSeq	100	400	2	0	0
ALDEx2_wi	100	400	5	0.023125	0.008538889
Corncob	100	400	5	0.025875	0.009838889
DACOMP	100	400	5	0.036125	0.013644444
DESeq2	100	400	5	0.06425	0.025255556
fastANCOM	100	400	5	0.03275	0.012083333
LEfSe	100	400	5	0.03575	0.013933333
limma_voom	100	400	5	0.12275	0.047933333
LinDA	100	400	5	0.042375	0.016488889
MaAsLin2	100	400	5	0.041708543	0.015750977
Wilcox	100	400	5	0.03375	0.012727778
ZicoSeq	100	400	5	0	0
ALDEx2_wi	20	400	1	0	0
Corncob	20	400	1	0	0.000116667
DACOMP	20	400	1	0	0
DESeq2	20	400	1	0.00225	0.015244444
fastANCOM	20	400	1	0	0
LEfSe	20	400	1	0	0
limma_voom	20	400	1	0.009875	0.003894444
LinDA	20	400	1	0.000125	2.22E-05
MaAsLin2	20	400	1	0	1.68E-05
Wilcox	20	400	1	0	0
ZicoSeq	20	400	1	0	0
ALDEx2_wi	20	400	10	0.0055	0.001877778
Corncob	20	400	10	0.006625	0.002266667
DACOMP	20	400	10	0.003625	0.001455556
DESeq2	20	400	10	0.031	0.029344444
fastANCOM	20	400	10	0.008125	0.002855556
LEfSe	20	400	10	0.002125	0.000977778
limma_voom	20	400	10	0.064625	0.028622222
LinDA	20	400	10	0.00975	0.003616667
MaAsLin2	20	400	10	0.00975	0.00365
Wilcox	20	400	10	0.002625	0.000894444
ZicoSeq	20	400	10	0	0
ALDEx2_wi	20	400	2	0	3.33E-05
Corncob	20	400	2	0.000625	0.00025
DACOMP	20	400	2	0	0
DESeq2	20	400	2	0.002625	0.016916667
fastANCOM	20	400	2	0	1.67E-05
LEfSe	20	400	2	0	0
limma_voom	20	400	2	0.010625	0.005738889
LinDA	20	400	2	0.000125	8.33E-05
MaAsLin2	20	400	2	0.000126904	0.000146644
Wilcox	20	400	2	0.000125	3.33E-05
ZicoSeq	20	400	2	0	0
ALDEx2_wi	20	400	5	0.00175	7.00E-04
Corncob	20	400	5	0.003625	0.001238889
DACOMP	20	400	5	0.000375	0.00015
DESeq2	20	400	5	0.0185	0.023555556
fastANCOM	20	400	5	0.002625	0.000877778
LEfSe	20	400	5	0.00075	0.000205556
limma_voom	20	400	5	0.03275	0.012777778
LinDA	20	400	5	0.00325	0.00135
MaAsLin2	20	400	5	0.003125	0.00135
Wilcox	20	400	5	0.000625	0.000327778
ZicoSeq	20	400	5	0	0
ALDEx2_wi	200	400	1	0	1.67E-05
Corncob	200	400	1	0	3.89E-05
DACOMP	200	400	1	0.000125	4.44E-05
DESeq2	200	400	1	0.00325	0.001305556
fastANCOM	200	400	1	0	1.67E-05
LEfSe	200	400	1	0	0.000171821
limma_voom	200	400	1	0.012875	0.005266667
LinDA	200	400	1	0.000375	1.00E-04
MaAsLin2	200	400	1	0	0.000105556
Wilcox	200	400	1	0	6.11E-05
ZicoSeq	200	400	1	0	0
ALDEx2_wi	200	400	10	0.074625	0.031016667
Corncob	200	400	10	0.1215	0.049833333
DACOMP	200	400	10	0.06	0.024983333
DESeq2	200	400	10	0.153375	0.062405556
fastANCOM	200	400	10	0.139875	0.058788889
LEfSe	200	400	10	0.15575	0.065483333
limma_voom	200	400	10	0.305625	0.126072222
LinDA	200	400	10	0.162125	0.066583333
MaAsLin2	200	400	10	0.1845	0.075527778
Wilcox	200	400	10	0.149	0.062355556
ZicoSeq	200	400	10	0	0
ALDEx2_wi	200	400	2	0.01175	0.004766667
Corncob	200	400	2	0.010125	0.004355556
DACOMP	200	400	2	0.019	0.00705
DESeq2	200	400	2	0.03775	0.015122222
fastANCOM	200	400	2	0.011375	0.004861111
LEfSe	200	400	2	0.015	0.006522222
limma_voom	200	400	2	0.04475	0.017622222
LinDA	200	400	2	0.01775	0.007061111
MaAsLin2	200	400	2	0.014949749	0.006487996
Wilcox	200	400	2	0.013375	0.005816667
ZicoSeq	200	400	2	0	0
ALDEx2_wi	200	400	5	0.037875	0.014716667
Corncob	200	400	5	0.058125	0.022122222
DACOMP	200	400	5	0.04725	0.019633333
DESeq2	200	400	5	0.098	0.040294444
fastANCOM	200	400	5	0.06475	0.025216667
LEfSe	200	400	5	0.07675	0.029755556
limma_voom	200	400	5	0.15225	0.062866667
LinDA	200	400	5	0.088125	0.035527778
MaAsLin2	200	400	5	0.089	0.035488889
Wilcox	200	400	5	0.069625	0.027022222
ZicoSeq	200	400	5	0.000375	0.000216667
ALDEx2_wi	300	400	1	0	0
Corncob	300	400	1	0	2.78E-05
DACOMP	300	400	1	0.000125	3.33E-05
DESeq2	300	400	1	0.0035	0.001183333
fastANCOM	300	400	1	0.000125	0
LEfSe	300	400	1	0.000257732	0.00013173
limma_voom	300	400	1	0.01025	0.00405
LinDA	300	400	1	0	6.11E-05
MaAsLin2	300	400	1	0	4.44E-05
Wilcox	300	400	1	0	4.44E-05
ZicoSeq	300	400	1	0	0
ALDEx2_wi	300	400	10	0.1045	0.042311111
Corncob	300	400	10	0.176375	0.071422222
DACOMP	300	400	10	0.064	0.025911111
DESeq2	300	400	10	0.199375	0.079811111
fastANCOM	300	400	10	0.1945	0.079933333
LEfSe	300	400	10	0.21225	0.086455556
limma_voom	300	400	10	0.366375	0.154772222
LinDA	300	400	10	0.195125	0.080188889
MaAsLin2	300	400	10	0.243	0.099688889
Wilcox	300	400	10	0.202875	0.082116667
ZicoSeq	300	400	10	0.000625	0.000238889
ALDEx2_wi	300	400	2	0.014875	0.006544444
Corncob	300	400	2	0.015875	0.007022222
DACOMP	300	400	2	0.02275	0.009911111
DESeq2	300	400	2	0.04725	0.020944444
fastANCOM	300	400	2	0.017875	0.008038889
LEfSe	300	400	2	0.02125	0.009472222
limma_voom	300	400	2	0.05025	0.022716667
LinDA	300	400	2	0.026125	0.01175
MaAsLin2	300	400	2	0.024375	0.010988889
Wilcox	300	400	2	0.0205	0.008927778
ZicoSeq	300	400	2	0	0
ALDEx2_wi	300	400	5	0.05025	0.020127778
Corncob	300	400	5	0.084	0.033444444
DACOMP	300	400	5	0.054625	0.021366667
DESeq2	300	400	5	0.13	0.053438889
fastANCOM	300	400	5	0.0825	0.034933333
LEfSe	300	400	5	0.110375	0.043761111
limma_voom	300	400	5	0.18175	0.074833333
LinDA	300	400	5	0.11175	0.046027778
MaAsLin2	300	400	5	0.1235	0.050194444
Wilcox	300	400	5	0.098	0.039061111
ZicoSeq	300	400	5	0.00075	0.000205556
ALDEx2_wi	50	400	1	0	0
Corncob	50	400	1	0	2.78E-05
DACOMP	50	400	1	0	0
DESeq2	50	400	1	0.001625	0.000572222
fastANCOM	50	400	1	0	0
LEfSe	50	400	1	0.000507614	0.000129724
limma_voom	50	400	1	0.007625	0.003577778
LinDA	50	400	1	0	2.78E-05
MaAsLin2	50	400	1	0	1.68E-05
Wilcox	50	400	1	0	0
ZicoSeq	50	400	1	0	0
ALDEx2_wi	50	400	10	0.017375	0.007638889
Corncob	50	400	10	0.021125	0.008511111
DACOMP	50	400	10	0.02875	0.010938889
DESeq2	50	400	10	0.05425	0.022083333
fastANCOM	50	400	10	0.027	0.010961111
LEfSe	50	400	10	0.027375	0.01135
limma_voom	50	400	10	0.12625	0.054066667
LinDA	50	400	10	0.03275	0.013372222
MaAsLin2	50	400	10	0.031407035	0.01281407
Wilcox	50	400	10	0.025125	0.010216667
ZicoSeq	50	400	10	0	0
ALDEx2_wi	50	400	2	0.001125	0.000388889
Corncob	50	400	2	0.001375	0.000488889
DACOMP	50	400	2	0.000875	0.000216667
DESeq2	50	400	2	0.00975	0.003772222
fastANCOM	50	400	2	0.00075	0.000272222
LEfSe	50	400	2	0.001507538	0.000591848
limma_voom	50	400	2	0.01425	0.005966667
LinDA	50	400	2	0.001125	0.000555556
MaAsLin2	50	400	2	0.001125	0.000566667
Wilcox	50	400	2	0.00125	0.000355556
ZicoSeq	50	400	2	0	0
ALDEx2_wi	50	400	5	0.011	0.004533333
Corncob	50	400	5	0.009375	0.00375
DACOMP	50	400	5	0.01575	0.006122222
DESeq2	50	400	5	0.0405	0.015727778
fastANCOM	50	400	5	0.01375	0.005605556
LEfSe	50	400	5	0.01325	0.005633333
limma_voom	50	400	5	0.054625	0.022222222
LinDA	50	400	5	0.016375	0.006961111
MaAsLin2	50	400	5	0.015025253	0.006548822
Wilcox	50	400	5	0.012	0.005088889
ZicoSeq	50	400	5	0	0
ALDEx2_wi	500	400	1	0	0
Corncob	500	400	1	0.00025	4.44E-05
DACOMP	500	400	1	0	2.22E-05
DESeq2	500	400	1	0.0055	0.0024
fastANCOM	500	400	1	0	0
LEfSe	500	400	1	0.000251256	7.26E-05
limma_voom	500	400	1	0.014625	0.006127778
LinDA	500	400	1	0.00025	8.33E-05
MaAsLin2	500	400	1	0.00025	3.33E-05
Wilcox	500	400	1	0.00025	8.89E-05
ZicoSeq	500	400	1	0	0
ALDEx2_wi	500	400	10	0.148625	0.059833333
Corncob	500	400	10	0.240125	0.098172222
DACOMP	500	400	10	0.067875	0.026888889
DESeq2	500	400	10	0.267	0.108277778
fastANCOM	500	400	10	0.26075	0.104805556
LEfSe	500	400	10	0.275625	0.113622222
limma_voom	500	400	10	0.41925	0.169355556
LinDA	500	400	10	0.230625	0.096544444
MaAsLin2	500	400	10	0.32375	0.1313
Wilcox	500	400	10	0.26375	0.109455556
ZicoSeq	500	400	10	0.002	0.00075
ALDEx2_wi	500	400	2	0.021875	0.008922222
Corncob	500	400	2	0.0275	0.011122222
DACOMP	500	400	2	0.039	0.014744444
DESeq2	500	400	2	0.07425	0.030166667
fastANCOM	500	400	2	0.03325	0.012783333
LEfSe	500	400	2	0.0365	0.014894444
limma_voom	500	400	2	0.075375	0.0321
LinDA	500	400	2	0.047	0.01865
MaAsLin2	500	400	2	0.046	0.018255556
Wilcox	500	400	2	0.03425	0.0137
ZicoSeq	500	400	2	0	0
ALDEx2_wi	500	400	5	0.0825	0.032377778
Corncob	500	400	5	0.1345	0.053172222
DACOMP	500	400	5	0.060375	0.0225
DESeq2	500	400	5	0.18725	0.074511111
fastANCOM	500	400	5	0.138625	0.056394444
LEfSe	500	400	5	0.164	0.064355556
limma_voom	500	400	5	0.225875	0.094688889
LinDA	500	400	5	0.152125	0.061655556
MaAsLin2	500	400	5	0.18275	0.07195
Wilcox	500	400	5	0.154	0.060716667
ZicoSeq	500	400	5	0.000375	0.000205556
ALDEx2_wi	100	500	1	0	1.67E-05
Corncob	100	500	1	0	3.33E-05
DACOMP	100	500	1	1.00E-04	5.56E-05
DESeq2	100	500	1	0.0014	0.001138889
fastANCOM	100	500	1	0	1.11E-05
LEfSe	100	500	1	0.00043956	0.000250305
limma_voom	100	500	1	0.014	0.007572222
LinDA	100	500	1	2.00E-04	5.56E-05
MaAsLin2	100	500	1	2.00E-04	5.00E-05
Wilcox	100	500	1	0	2.22E-05
ZicoSeq	100	500	1	0	0
ALDEx2_wi	100	500	10	0.04	0.020111111
Corncob	100	500	10	0.057	0.028066667
DACOMP	100	500	10	0.0518	0.025255556
DESeq2	100	500	10	0.0895	0.043277778
fastANCOM	100	500	10	0.0712	0.035577778
LEfSe	100	500	10	0.0836	0.041161111
limma_voom	100	500	10	0.2469	0.127822222
LinDA	100	500	10	0.0915	0.044483333
MaAsLin2	100	500	10	0.0888	0.043472222
Wilcox	100	500	10	0.0761	0.037533333
ZicoSeq	100	500	10	0	0
ALDEx2_wi	100	500	2	0.0072	0.002877778
Corncob	100	500	2	0.0062	0.0025
DACOMP	100	500	2	0.0066	0.00255
DESeq2	100	500	2	0.0246	0.010205556
fastANCOM	100	500	2	0.0062	0.002511111
LEfSe	100	500	2	0.0097	0.004061111
limma_voom	100	500	2	0.0378	0.016866667
LinDA	100	500	2	0.0086	0.003577778
MaAsLin2	100	500	2	0.007537688	0.003243998
Wilcox	100	500	2	0.0084	0.003183333
ZicoSeq	100	500	2	0	0
ALDEx2_wi	100	500	5	0.0213	0.010905556
Corncob	100	500	5	0.0254	0.0132
DACOMP	100	500	5	0.0356	0.017211111
DESeq2	100	500	5	0.0599	0.030066667
fastANCOM	100	500	5	0.0317	0.016438889
LEfSe	100	500	5	0.037	0.018405556
limma_voom	100	500	5	0.115	0.059294444
LinDA	100	500	5	0.0442	0.021661111
MaAsLin2	100	500	5	0.0409	0.020738889
Wilcox	100	500	5	0.0341	0.016755556
ZicoSeq	100	500	5	0	0
ALDEx2_wi	20	500	1	0	0
Corncob	20	500	1	3.00E-04	0.000133333
DACOMP	20	500	1	0	0
DESeq2	20	500	1	0.002	0.025027778
fastANCOM	20	500	1	0	0
LEfSe	20	500	1	0	0
limma_voom	20	500	1	0.0093	0.004405556
LinDA	20	500	1	0	1.11E-05
MaAsLin2	20	500	1	0	1.68E-05
Wilcox	20	500	1	0	0
ZicoSeq	20	500	1	0	0
ALDEx2_wi	20	500	10	0.0043	0.002461111
Corncob	20	500	10	0.006	0.003155556
DACOMP	20	500	10	0.0023	0.001072222
DESeq2	20	500	10	0.0276	0.041661111
fastANCOM	20	500	10	0.0066	0.0038
LEfSe	20	500	10	0.0033	0.001588889
limma_voom	20	500	10	0.068	0.035611111
LinDA	20	500	10	0.0083	0.004633333
MaAsLin2	20	500	10	0.007537688	0.004617532
Wilcox	20	500	10	0.0031	0.001322222
ZicoSeq	20	500	10	0	0
ALDEx2_wi	20	500	2	1.00E-04	2.78E-05
Corncob	20	500	2	0.001	0.00025
DACOMP	20	500	2	0	0
DESeq2	20	500	2	0.0022	0.0248
fastANCOM	20	500	2	1.00E-04	4.44E-05
LEfSe	20	500	2	0	0
limma_voom	20	500	2	0.0091	0.004377778
LinDA	20	500	2	3.00E-04	9.44E-05
MaAsLin2	20	500	2	0.00030303	0.00013468
Wilcox	20	500	2	0	1.67E-05
ZicoSeq	20	500	2	0	0
ALDEx2_wi	20	500	5	0.0022	0.000966667
Corncob	20	500	5	0.0036	0.001522222
DACOMP	20	500	5	7.00E-04	0.000127778
DESeq2	20	500	5	0.0195	0.033783333
fastANCOM	20	500	5	0.0028	0.001277778
LEfSe	20	500	5	8.00E-04	0.000383333
limma_voom	20	500	5	0.0311	0.014822222
LinDA	20	500	5	0.0038	0.001905556
MaAsLin2	20	500	5	0.003819095	0.001987716
Wilcox	20	500	5	5.00E-04	0.000355556
ZicoSeq	20	500	5	0	0
ALDEx2_wi	200	500	1	0	0
Corncob	200	500	1	0	1.11E-05
DACOMP	200	500	1	0	0
DESeq2	200	500	1	0.0037	0.001338889
fastANCOM	200	500	1	0	0
LEfSe	200	500	1	0.000104167	4.63E-05
limma_voom	200	500	1	0.0154	0.00675
LinDA	200	500	1	1.00E-04	4.44E-05
MaAsLin2	200	500	1	1.00E-04	2.22E-05
Wilcox	200	500	1	0	2.78E-05
ZicoSeq	200	500	1	0	0
ALDEx2_wi	200	500	10	0.0749	0.039438889
Corncob	200	500	10	0.124	0.064816667
DACOMP	200	500	10	0.0568	0.030516667
DESeq2	200	500	10	0.1382	0.072955556
fastANCOM	200	500	10	0.1411	0.076072222
LEfSe	200	500	10	0.1647	0.085805556
limma_voom	200	500	10	0.3406	0.178316667
LinDA	200	500	10	0.1629	0.085183333
MaAsLin2	200	500	10	0.1835	0.096622222
Wilcox	200	500	10	0.1569	0.081177778
ZicoSeq	200	500	10	7.00E-04	0.000216667
ALDEx2_wi	200	500	2	0.0104	0.00565
Corncob	200	500	2	0.0105	0.005283333
DACOMP	200	500	2	0.0144	0.007961111
DESeq2	200	500	2	0.0391	0.019344444
fastANCOM	200	500	2	0.0126	0.006361111
LEfSe	200	500	2	0.0156	0.007816667
limma_voom	200	500	2	0.0509	0.025861111
LinDA	200	500	2	0.0178	0.00875
MaAsLin2	200	500	2	0.0167	0.008
Wilcox	200	500	2	0.0148	0.007133333
ZicoSeq	200	500	2	0	0
ALDEx2_wi	200	500	5	0.0406	0.019177778
Corncob	200	500	5	0.0623	0.029305556
DACOMP	200	500	5	0.0498	0.024483333
DESeq2	200	500	5	0.097	0.048566667
fastANCOM	200	500	5	0.0684	0.032977778
LEfSe	200	500	5	0.0822	0.039772222
limma_voom	200	500	5	0.1662	0.08615
LinDA	200	500	5	0.0932	0.045316667
MaAsLin2	200	500	5	0.095	0.0459
Wilcox	200	500	5	0.0764	0.036272222
ZicoSeq	200	500	5	0	0
ALDEx2_wi	300	500	1	0	5.56E-06
Corncob	300	500	1	0	2.22E-05
DACOMP	300	500	1	1.00E-04	2.22E-05
DESeq2	300	500	1	0.0036	0.0017
fastANCOM	300	500	1	0	5.56E-06
LEfSe	300	500	1	0.000102564	7.98E-05
limma_voom	300	500	1	0.0148	0.007544444
LinDA	300	500	1	1.00E-04	0.000122222
MaAsLin2	300	500	1	1.00E-04	7.22E-05
Wilcox	300	500	1	1.00E-04	7.22E-05
ZicoSeq	300	500	1	0	0
ALDEx2_wi	300	500	10	0.106	0.052555556
Corncob	300	500	10	0.1919	0.094511111
DACOMP	300	500	10	0.0662	0.032333333
DESeq2	300	500	10	0.1963	0.097672222
fastANCOM	300	500	10	0.2027	0.105883333
LEfSe	300	500	10	0.2305	0.113977778
limma_voom	300	500	10	0.377	0.198005556
LinDA	300	500	10	0.2113	0.105105556
MaAsLin2	300	500	10	0.269	0.131661111
Wilcox	300	500	10	0.2175	0.107588889
ZicoSeq	300	500	10	0	0
ALDEx2_wi	300	500	2	0.0125	0.007561111
Corncob	300	500	2	0.014	0.008377778
DACOMP	300	500	2	0.0201	0.011594444
DESeq2	300	500	2	0.0499	0.026016667
fastANCOM	300	500	2	0.0169	0.009666667
LEfSe	300	500	2	0.0209	0.011522222
limma_voom	300	500	2	0.0546	0.028988889
LinDA	300	500	2	0.0266	0.014061111
MaAsLin2	300	500	2	0.0245	0.013561111
Wilcox	300	500	2	0.0191	0.010438889
ZicoSeq	300	500	2	0	0
ALDEx2_wi	300	500	5	0.0502	0.026272222
Corncob	300	500	5	0.0876	0.044611111
DACOMP	300	500	5	0.0492	0.026494444
DESeq2	300	500	5	0.1248	0.064233333
fastANCOM	300	500	5	0.0906	0.047872222
LEfSe	300	500	5	0.1104	0.056944444
limma_voom	300	500	5	0.1927	0.102794444
LinDA	300	500	5	0.1188	0.060794444
MaAsLin2	300	500	5	0.1266	0.065366667
Wilcox	300	500	5	0.1013	0.05215
ZicoSeq	300	500	5	0	0
ALDEx2_wi	50	500	1	0	0
Corncob	50	500	1	0	1.67E-05
DACOMP	50	500	1	0	0
DESeq2	50	500	1	0.0012	0.000922222
fastANCOM	50	500	1	0	1.67E-05
LEfSe	50	500	1	0.000105263	3.51E-05
limma_voom	50	500	1	0.0171	0.009161111
LinDA	50	500	1	0	7.22E-05
MaAsLin2	50	500	1	1.00E-04	6.67E-05
Wilcox	50	500	1	0	0
ZicoSeq	50	500	1	0	0
ALDEx2_wi	50	500	10	0.0179	0.00975
Corncob	50	500	10	0.0221	0.011622222
DACOMP	50	500	10	0.026	0.014805556
DESeq2	50	500	10	0.0515	0.028061111
fastANCOM	50	500	10	0.0288	0.015283333
LEfSe	50	500	10	0.0312	0.016211111
limma_voom	50	500	10	0.1624	0.085466667
LinDA	50	500	10	0.0345	0.018305556
MaAsLin2	50	500	10	0.0334	0.017783333
Wilcox	50	500	10	0.0273	0.014427778
ZicoSeq	50	500	10	0	0
ALDEx2_wi	50	500	2	0.0016	0.000572222
Corncob	50	500	2	0.0018	0.000677778
DACOMP	50	500	2	1.00E-04	8.33E-05
DESeq2	50	500	2	0.0084	0.004477778
fastANCOM	50	500	2	8.00E-04	4.00E-04
LEfSe	50	500	2	0.0019	0.000861111
limma_voom	50	500	2	0.0218	0.010788889
LinDA	50	500	2	0.002	0.000688889
MaAsLin2	50	500	2	0.001507538	0.000697934
Wilcox	50	500	2	0.0013	0.000566667
ZicoSeq	50	500	2	0	0
ALDEx2_wi	50	500	5	0.0124	0.005672222
Corncob	50	500	5	0.0113	0.005316667
DACOMP	50	500	5	0.0166	0.007766667
DESeq2	50	500	5	0.0361	0.019166667
fastANCOM	50	500	5	0.0153	0.007305556
LEfSe	50	500	5	0.0162	0.007538889
limma_voom	50	500	5	0.0687	0.0342
LinDA	50	500	5	0.0176	0.008994444
MaAsLin2	50	500	5	0.0178	0.008772222
Wilcox	50	500	5	0.0137	0.006627778
ZicoSeq	50	500	5	0	0
ALDEx2_wi	500	500	1	1.00E-04	0
Corncob	500	500	1	1.00E-04	9.44E-05
DACOMP	500	500	1	0	7.78E-05
DESeq2	500	500	1	0.004	0.002727778
fastANCOM	500	500	1	0	5.56E-06
LEfSe	500	500	1	2.00E-04	0.000188889
limma_voom	500	500	1	0.0161	0.007433333
LinDA	500	500	1	2.00E-04	0.000233333
MaAsLin2	500	500	1	0	0.000133333
Wilcox	500	500	1	1.00E-04	1.00E-04
ZicoSeq	500	500	1	0	0
ALDEx2_wi	500	500	10	0.1548	0.077761111
Corncob	500	500	10	0.2706	0.137283333
DACOMP	500	500	10	0.0727	0.034883333
DESeq2	500	500	10	0.2752	0.137438889
fastANCOM	500	500	10	0.2922	0.150527778
LEfSe	500	500	10	0.3097	0.155738889
limma_voom	500	500	10	0.4714	0.239066667
LinDA	500	500	10	0.2631	0.133327778
MaAsLin2	500	500	10	0.3626	0.183227778
Wilcox	500	500	10	0.2973	0.150077778
ZicoSeq	500	500	10	0.0012	0.000561111
ALDEx2_wi	500	500	2	0.0211	0.011327778
Corncob	500	500	2	0.0295	0.015333333
DACOMP	500	500	2	0.0321	0.017
DESeq2	500	500	2	0.0681	0.036155556
