name	Sample	OTU	effect	mean_Precision	mean_TPR
LinDA	50	300	10	0.104830663	0.037
MaAsLin2	50	300	10	0.105025327	0.036333333
Wilcox	50	300	10	0.10267796	0.028
ZicoSeq	50	300	10	0	0
ALDEx2_wi	50	300	2	0.037916667	0.001666667
Corncob	50	300	2	0.04	0.001666667
DACOMP	50	300	2	0.002916667	0.000333333
DESeq2	50	300	2	0.098843254	0.010833333
fastANCOM	50	300	2	0.0275	0.001
LEfSe	50	300	2	0.054145516	0.002368866
limma_voom	50	300	2	0.051741227	0.010166667
LinDA	50	300	2	0.0285	0.001666667
MaAsLin2	50	300	2	0.025	0.001333333
Wilcox	50	300	2	0.024166667	0.001333333
ZicoSeq	50	300	2	0	0
ALDEx2_wi	50	300	5	0.099267857	0.013833333
Corncob	50	300	5	0.105625361	0.012
DACOMP	50	300	5	0.085579601	0.016666667
DESeq2	50	300	5	0.09940076	0.042333333
fastANCOM	50	300	5	0.100301587	0.0155
LEfSe	50	300	5	0.100733978	0.017833333
limma_voom	50	300	5	0.098843661	0.056833333
LinDA	50	300	5	0.104293741	0.02
MaAsLin2	50	300	5	0.105094919	0.019666667
Wilcox	50	300	5	0.100203755	0.015833333
ZicoSeq	50	300	5	0	0
ALDEx2_wi	500	300	1	0	0
Corncob	500	300	1	0	0
DACOMP	500	300	1	0	0
DESeq2	500	300	1	0.056154762	0.005166667
fastANCOM	500	300	1	0	0
LEfSe	500	300	1	0.005025126	0.000167504
limma_voom	500	300	1	0.03619428	0.011
LinDA	500	300	1	0.005	0.000166667
MaAsLin2	500	300	1	0.005	0.000166667
Wilcox	500	300	1	0.005	0.000166667
ZicoSeq	500	300	1	0	0
ALDEx2_wi	500	300	10	0.10063748	0.1525
Corncob	500	300	10	0.10093362	0.2455
DACOMP	500	300	10	0.107645302	0.072833333
DESeq2	500	300	10	0.101352481	0.282666667
fastANCOM	500	300	10	0.098280373	0.248333333
LEfSe	500	300	10	0.099612808	0.2825
limma_voom	500	300	10	0.096682564	0.412333333
LinDA	500	300	10	0.099949258	0.2395
MaAsLin2	500	300	10	0.099617077	0.331333333
Wilcox	500	300	10	0.100088747	0.271833333
ZicoSeq	500	300	10	0.000483871	5.00E-04
ALDEx2_wi	500	300	2	0.116597105	0.025666667
Corncob	500	300	2	0.113434976	0.031666667
DACOMP	500	300	2	0.111996185	0.0425
DESeq2	500	300	2	0.102455403	0.079
fastANCOM	500	300	2	0.112256551	0.034666667
LEfSe	500	300	2	0.11009505	0.040833333
limma_voom	500	300	2	0.100029985	0.072333333
LinDA	500	300	2	0.104604716	0.046833333
MaAsLin2	500	300	2	0.102840576	0.045333333
Wilcox	500	300	2	0.107570852	0.036333333
ZicoSeq	500	300	2	0	0
ALDEx2_wi	500	300	5	0.10278434	0.084
Corncob	500	300	5	0.099302194	0.129333333
DACOMP	500	300	5	0.110078562	0.0635
DESeq2	500	300	5	0.102345686	0.195166667
fastANCOM	500	300	5	0.102753415	0.132833333
LEfSe	500	300	5	0.098640767	0.161666667
limma_voom	500	300	5	0.09783151	0.222833333
LinDA	500	300	5	0.101540794	0.155833333
MaAsLin2	500	300	5	0.099946993	0.182166667
Wilcox	500	300	5	0.098177505	0.150833333
ZicoSeq	500	300	5	0	0
ALDEx2_wi	100	400	1	0	0
Corncob	100	400	1	0	0
DACOMP	100	400	1	0	0
DESeq2	100	400	1	0.023380952	0.001375
fastANCOM	100	400	1	0	0
LEfSe	100	400	1	0	0
limma_voom	100	400	1	0.026190532	0.008375
LinDA	100	400	1	0.006666667	0.00025
MaAsLin2	100	400	1	0.001683502	0.000126263
Wilcox	100	400	1	0	0
ZicoSeq	100	400	1	0	0
ALDEx2_wi	100	400	10	0.090782048	0.036375
Corncob	100	400	10	0.090702638	0.05175
DACOMP	100	400	10	0.08827274	0.045125
DESeq2	100	400	10	0.092967098	0.084375
fastANCOM	100	400	10	0.088569938	0.059375
LEfSe	100	400	10	0.088856929	0.074875
limma_voom	100	400	10	0.09175084	0.21125
LinDA	100	400	10	0.091037316	0.08375
MaAsLin2	100	400	10	0.091426955	0.08275
Wilcox	100	400	10	0.088028229	0.068375
ZicoSeq	100	400	10	0	0
ALDEx2_wi	100	400	2	0.069303571	0.0045
Corncob	100	400	2	0.061261905	0.004125
DACOMP	100	400	2	0.031620201	0.00575
DESeq2	100	400	2	0.089328348	0.021875
fastANCOM	100	400	2	0.053505952	0.0035
LEfSe	100	400	2	0.073295228	0.006532663
limma_voom	100	400	2	0.084704042	0.0335
LinDA	100	400	2	0.056258089	0.0055
MaAsLin2	100	400	2	0.069628968	0.0055
Wilcox	100	400	2	0.074809524	0.00575
ZicoSeq	100	400	2	0	0
ALDEx2_wi	100	400	5	0.108742768	0.023125
Corncob	100	400	5	0.106192557	0.025875
DACOMP	100	400	5	0.103262459	0.036125
DESeq2	100	400	5	0.101913551	0.06425
fastANCOM	100	400	5	0.107068084	0.03275
LEfSe	100	400	5	0.103371719	0.03575
limma_voom	100	400	5	0.103209306	0.12275
LinDA	100	400	5	0.103303319	0.042375
MaAsLin2	100	400	5	0.106903814	0.041708543
Wilcox	100	400	5	0.106589378	0.03375
ZicoSeq	100	400	5	0	0
ALDEx2_wi	20	400	1	0	0
Corncob	20	400	1	0	0
DACOMP	20	400	1	0	0
DESeq2	20	400	1	0.008029297	0.00225
fastANCOM	20	400	1	0	0
LEfSe	20	400	1	0	0
limma_voom	20	400	1	0.019730024	0.009875
LinDA	20	400	1	0.005	0.000125
MaAsLin2	20	400	1	0	0
Wilcox	20	400	1	0	0
ZicoSeq	20	400	1	0	0
ALDEx2_wi	20	400	10	0.077434524	0.0055
Corncob	20	400	10	0.082135281	0.006625
DACOMP	20	400	10	0.027234127	0.003625
DESeq2	20	400	10	0.045437062	0.031
fastANCOM	20	400	10	0.108688492	0.008125
LEfSe	20	400	10	0.023857143	0.002125
limma_voom	20	400	10	0.095177005	0.064625
LinDA	20	400	10	0.094990135	0.00975
MaAsLin2	20	400	10	0.100706349	0.00975
Wilcox	20	400	10	0.035107143	0.002625
ZicoSeq	20	400	10	0	0
ALDEx2_wi	20	400	2	0	0
Corncob	20	400	2	0.0225	0.000625
DACOMP	20	400	2	0	0
DESeq2	20	400	2	0.006140133	0.002625
fastANCOM	20	400	2	0	0
LEfSe	20	400	2	0	0
limma_voom	20	400	2	0.009491027	0.010625
LinDA	20	400	2	0.0025	0.000125
MaAsLin2	20	400	2	0.005076142	0.000126904
Wilcox	20	400	2	0.005	0.000125
ZicoSeq	20	400	2	0	0
ALDEx2_wi	20	400	5	0.047916667	0.00175
Corncob	20	400	5	0.06752381	0.003625
DACOMP	20	400	5	0.002833333	0.000375
DESeq2	20	400	5	0.033175644	0.0185
fastANCOM	20	400	5	0.060464286	0.002625
LEfSe	20	400	5	0.010416667	0.00075
limma_voom	20	400	5	0.078155486	0.03275
LinDA	20	400	5	0.059297619	0.00325
MaAsLin2	20	400	5	0.063666667	0.003125
Wilcox	20	400	5	0.014583333	0.000625
ZicoSeq	20	400	5	0	0
ALDEx2_wi	200	400	1	0	0
Corncob	200	400	1	0	0
DACOMP	200	400	1	0.000555556	0.000125
DESeq2	200	400	1	0.054180556	0.00325
fastANCOM	200	400	1	0	0
LEfSe	200	400	1	0	0
limma_voom	200	400	1	0.049527362	0.012875
LinDA	200	400	1	0.009166667	0.000375
MaAsLin2	200	400	1	0	0
Wilcox	200	400	1	0	0
ZicoSeq	200	400	1	0	0
ALDEx2_wi	200	400	10	0.097364873	0.074625
Corncob	200	400	10	0.097050603	0.1215
DACOMP	200	400	10	0.095224784	0.06
DESeq2	200	400	10	0.09860312	0.153375
fastANCOM	200	400	10	0.09551098	0.139875
LEfSe	200	400	10	0.095199053	0.15575
limma_voom	200	400	10	0.098246701	0.305625
LinDA	200	400	10	0.098333851	0.162125
MaAsLin2	200	400	10	0.097971805	0.1845
Wilcox	200	400	10	0.09554178	0.149
ZicoSeq	200	400	10	0	0
ALDEx2_wi	200	400	2	0.101070221	0.01175
Corncob	200	400	2	0.099211996	0.010125
DACOMP	200	400	2	0.089764007	0.019
DESeq2	200	400	2	0.101261596	0.03775
fastANCOM	200	400	2	0.097484848	0.011375
LEfSe	200	400	2	0.09187704	0.015
limma_voom	200	400	2	0.096613796	0.04475
LinDA	200	400	2	0.105122999	0.01775
MaAsLin2	200	400	2	0.097164087	0.014949749
Wilcox	200	400	2	0.092926333	0.013375
ZicoSeq	200	400	2	0	0
ALDEx2_wi	200	400	5	0.101461818	0.037875
Corncob	200	400	5	0.102430395	0.058125
DACOMP	200	400	5	0.096269333	0.04725
DESeq2	200	400	5	0.096275544	0.098
fastANCOM	200	400	5	0.099899847	0.06475
LEfSe	200	400	5	0.100369872	0.07675
limma_voom	200	400	5	0.097204581	0.15225
LinDA	200	400	5	0.097371476	0.088125
MaAsLin2	200	400	5	0.098794267	0.089
Wilcox	200	400	5	0.100910111	0.069625
ZicoSeq	200	400	5	0.000357143	0.000375
ALDEx2_wi	300	400	1	0	0
Corncob	300	400	1	0	0
DACOMP	300	400	1	0.000714286	0.000125
DESeq2	300	400	1	0.060928571	0.0035
fastANCOM	300	400	1	0.005	0.000125
LEfSe	300	400	1	0.00064433	0.000257732
limma_voom	300	400	1	0.035482416	0.01025
LinDA	300	400	1	0	0
MaAsLin2	300	400	1	0	0
Wilcox	300	400	1	0	0
ZicoSeq	300	400	1	0	0
ALDEx2_wi	300	400	10	0.09723929	0.1045
Corncob	300	400	10	0.098074975	0.176375
DACOMP	300	400	10	0.098056716	0.064
DESeq2	300	400	10	0.099186722	0.199375
fastANCOM	300	400	10	0.09782241	0.1945
LEfSe	300	400	10	0.097915878	0.21225
limma_voom	300	400	10	0.095712606	0.366375
LinDA	300	400	10	0.096656644	0.195125
MaAsLin2	300	400	10	0.096594298	0.243
Wilcox	300	400	10	0.098324657	0.202875
ZicoSeq	300	400	10	0.000520833	0.000625
ALDEx2_wi	300	400	2	0.088128635	0.014875
Corncob	300	400	2	0.08292895	0.015875
DACOMP	300	400	2	0.088843993	0.02275
DESeq2	300	400	2	0.092625526	0.04725
fastANCOM	300	400	2	0.091129447	0.017875
LEfSe	300	400	2	0.088065442	0.02125
limma_voom	300	400	2	0.088952047	0.05025
LinDA	300	400	2	0.09084999	0.026125
MaAsLin2	300	400	2	0.087903475	0.024375
Wilcox	300	400	2	0.088549689	0.0205
ZicoSeq	300	400	2	0	0
ALDEx2_wi	300	400	5	0.101411519	0.05025
Corncob	300	400	5	0.10239282	0.084
DACOMP	300	400	5	0.101883453	0.054625
DESeq2	300	400	5	0.096982384	0.13
fastANCOM	300	400	5	0.097832463	0.0825
LEfSe	300	400	5	0.101983032	0.110375
limma_voom	300	400	5	0.096991518	0.18175
LinDA	300	400	5	0.097432995	0.11175
MaAsLin2	300	400	5	0.099233638	0.1235
Wilcox	300	400	5	0.101780265	0.098
ZicoSeq	300	400	5	0.000697674	0.00075
ALDEx2_wi	50	400	1	0	0
Corncob	50	400	1	0	0
DACOMP	50	400	1	0	0
DESeq2	50	400	1	0.028678571	0.001625
fastANCOM	50	400	1	0	0
LEfSe	50	400	1	0.002256063	0.000507614
limma_voom	50	400	1	0.037559225	0.007625
LinDA	50	400	1	0	0
MaAsLin2	50	400	1	0	0
Wilcox	50	400	1	0	0
ZicoSeq	50	400	1	0	0
ALDEx2_wi	50	400	10	0.094605686	0.017375
Corncob	50	400	10	0.097549854	0.021125
DACOMP	50	400	10	0.098586975	0.02875
DESeq2	50	400	10	0.098610667	0.05425
fastANCOM	50	400	10	0.106448405	0.027
LEfSe	50	400	10	0.099369715	0.027375
limma_voom	50	400	10	0.095132885	0.12625
LinDA	50	400	10	0.102125006	0.03275
MaAsLin2	50	400	10	0.103044332	0.031407035
Wilcox	50	400	10	0.100351115	0.025125
ZicoSeq	50	400	10	0	0
ALDEx2_wi	50	400	2	0.024583333	0.001125
Corncob	50	400	2	0.020416667	0.001375
DACOMP	50	400	2	0.005039474	0.000875
DESeq2	50	400	2	0.085080729	0.00975
fastANCOM	50	400	2	0.014166667	0.00075
LEfSe	50	400	2	0.028475712	0.001507538
limma_voom	50	400	2	0.056793625	0.01425
LinDA	50	400	2	0.017083333	0.001125
MaAsLin2	50	400	2	0.019761905	0.001125
Wilcox	50	400	2	0.02625	0.00125
ZicoSeq	50	400	2	0	0
ALDEx2_wi	50	400	5	0.088856151	0.011
Corncob	50	400	5	0.101477124	0.009375
DACOMP	50	400	5	0.082258445	0.01575
DESeq2	50	400	5	0.102155536	0.0405
fastANCOM	50	400	5	0.095576118	0.01375
LEfSe	50	400	5	0.085419469	0.01325
limma_voom	50	400	5	0.091682632	0.054625
LinDA	50	400	5	0.08927716	0.016375
MaAsLin2	50	400	5	0.088930065	0.015025253
Wilcox	50	400	5	0.085437146	0.012
ZicoSeq	50	400	5	0	0
ALDEx2_wi	500	400	1	0	0
Corncob	500	400	1	0.01	0.00025
DACOMP	500	400	1	0	0
DESeq2	500	400	1	0.062294733	0.0055
fastANCOM	500	400	1	0	0
LEfSe	500	400	1	0.003768844	0.000251256
limma_voom	500	400	1	0.032193713	0.014625
LinDA	500	400	1	0.005	0.00025
MaAsLin2	500	400	1	0.0075	0.00025
Wilcox	500	400	1	0.00625	0.00025
ZicoSeq	500	400	1	0	0
ALDEx2_wi	500	400	10	0.100196378	0.148625
Corncob	500	400	10	0.099095693	0.240125
DACOMP	500	400	10	0.100134693	0.067875
DESeq2	500	400	10	0.099500137	0.267
fastANCOM	500	400	10	0.100313786	0.26075
LEfSe	500	400	10	0.098334379	0.275625
limma_voom	500	400	10	0.098611309	0.41925
LinDA	500	400	10	0.097536487	0.230625
MaAsLin2	500	400	10	0.10031843	0.32375
Wilcox	500	400	10	0.097998817	0.26375
ZicoSeq	500	400	10	0.001517796	0.002
ALDEx2_wi	500	400	2	0.098607597	0.021875
Corncob	500	400	2	0.09814292	0.0275
DACOMP	500	400	2	0.103330893	0.039
DESeq2	500	400	2	0.099162887	0.07425
fastANCOM	500	400	2	0.10446952	0.03325
LEfSe	500	400	2	0.102710043	0.0365
limma_voom	500	400	2	0.095838104	0.075375
LinDA	500	400	2	0.102056197	0.047
MaAsLin2	500	400	2	0.101790325	0.046
Wilcox	500	400	2	0.101433062	0.03425
ZicoSeq	500	400	2	0	0
ALDEx2_wi	500	400	5	0.103222395	0.0825
Corncob	500	400	5	0.101377946	0.1345
DACOMP	500	400	5	0.110102216	0.060375
DESeq2	500	400	5	0.100201649	0.18725
fastANCOM	500	400	5	0.099176973	0.138625
LEfSe	500	400	5	0.10188012	0.164
limma_voom	500	400	5	0.096807536	0.225875
LinDA	500	400	5	0.099007389	0.152125
MaAsLin2	500	400	5	0.101069996	0.18275
Wilcox	500	400	5	0.101385232	0.154
ZicoSeq	500	400	5	0.000375	0.000375
ALDEx2_wi	100	500	1	0	0
Corncob	100	500	1	0	0
DACOMP	100	500	1	0.000454545	1.00E-04
DESeq2	100	500	1	0.022683081	0.0014
fastANCOM	100	500	1	0	0
LEfSe	100	500	1	0.003672957	0.00043956
limma_voom	100	500	1	0.034586809	0.014
LinDA	100	500	1	0.002291667	2.00E-04
MaAsLin2	100	500	1	0.003125	2.00E-04
Wilcox	100	500	1	0	0
ZicoSeq	100	500	1	0	0
ALDEx2_wi	100	500	10	0.099129019	0.04
Corncob	100	500	10	0.103717837	0.057
DACOMP	100	500	10	0.102842866	0.0518
DESeq2	100	500	10	0.103503755	0.0895
fastANCOM	100	500	10	0.10332598	0.0712
LEfSe	100	500	10	0.102595052	0.0836
limma_voom	100	500	10	0.098026151	0.2469
LinDA	100	500	10	0.103742566	0.0915
MaAsLin2	100	500	10	0.103637064	0.0888
Wilcox	100	500	10	0.103426199	0.0761
ZicoSeq	100	500	10	0	0
ALDEx2_wi	100	500	2	0.122829365	0.0072
Corncob	100	500	2	0.113744048	0.0062
DACOMP	100	500	2	0.047950758	0.0066
DESeq2	100	500	2	0.120548164	0.0246
fastANCOM	100	500	2	0.104006313	0.0062
LEfSe	100	500	2	0.122998432	0.0097
limma_voom	100	500	2	0.111546898	0.0378
LinDA	100	500	2	0.113165446	0.0086
MaAsLin2	100	500	2	0.115930719	0.007537688
Wilcox	100	500	2	0.122287698	0.0084
ZicoSeq	100	500	2	0	0
ALDEx2_wi	100	500	5	0.098751511	0.0213
Corncob	100	500	5	0.098872542	0.0254
DACOMP	100	500	5	0.102084399	0.0356
DESeq2	100	500	5	0.099175111	0.0599
fastANCOM	100	500	5	0.09654759	0.0317
LEfSe	100	500	5	0.102358938	0.037
limma_voom	100	500	5	0.097878702	0.115
LinDA	100	500	5	0.102734868	0.0442
MaAsLin2	100	500	5	0.100121456	0.0409
Wilcox	100	500	5	0.103842586	0.0341
ZicoSeq	100	500	5	0	0
ALDEx2_wi	20	500	1	0	0
Corncob	20	500	1	0.0085	3.00E-04
DACOMP	20	500	1	0	0
DESeq2	20	500	1	0.004277554	0.002
fastANCOM	20	500	1	0	0
LEfSe	20	500	1	0	0
limma_voom	20	500	1	0.027977232	0.0093
LinDA	20	500	1	0	0
MaAsLin2	20	500	1	0	0
Wilcox	20	500	1	0	0
ZicoSeq	20	500	1	0	0
ALDEx2_wi	20	500	10	0.074125	0.0043
Corncob	20	500	10	0.083577561	0.006
DACOMP	20	500	10	0.018720238	0.0023
DESeq2	20	500	10	0.036013963	0.0276
fastANCOM	20	500	10	0.078593254	0.0066
LEfSe	20	500	10	0.049353175	0.0033
limma_voom	20	500	10	0.100000616	0.068
LinDA	20	500	10	0.088994408	0.0083
MaAsLin2	20	500	10	0.085191525	0.007537688
Wilcox	20	500	10	0.053625	0.0031
ZicoSeq	20	500	10	0	0
ALDEx2_wi	20	500	2	0.005	1.00E-04
Corncob	20	500	2	0.044166667	0.001
DACOMP	20	500	2	0	0
DESeq2	20	500	2	0.004478006	0.0022
fastANCOM	20	500	2	0.005	1.00E-04
LEfSe	20	500	2	0	0
limma_voom	20	500	2	0.018795184	0.0091
LinDA	20	500	2	0.0125	3.00E-04
MaAsLin2	20	500	2	0.012626263	0.00030303
Wilcox	20	500	2	0	0
ZicoSeq	20	500	2	0	0
ALDEx2_wi	20	500	5	0.057208333	0.0022
Corncob	20	500	5	0.085380952	0.0036
DACOMP	20	500	5	0.006	7.00E-04
DESeq2	20	500	5	0.030855097	0.0195
fastANCOM	20	500	5	0.056694444	0.0028
LEfSe	20	500	5	0.014880952	8.00E-04
limma_voom	20	500	5	0.102279304	0.0311
LinDA	20	500	5	0.083916667	0.0038
MaAsLin2	20	500	5	0.077825636	0.003819095
Wilcox	20	500	5	0.017916667	5.00E-04
ZicoSeq	20	500	5	0	0
ALDEx2_wi	200	500	1	0	0
Corncob	200	500	1	0	0
DACOMP	200	500	1	0	0
DESeq2	200	500	1	0.053019993	0.0037
fastANCOM	200	500	1	0	0
LEfSe	200	500	1	0.001736111	0.000104167
limma_voom	200	500	1	0.063269022	0.0154
LinDA	200	500	1	0.0025	1.00E-04
MaAsLin2	200	500	1	0.0025	1.00E-04
Wilcox	200	500	1	0	0
ZicoSeq	200	500	1	0	0
ALDEx2_wi	200	500	10	0.094066388	0.0749
Corncob	200	500	10	0.095155192	0.124
DACOMP	200	500	10	0.093584272	0.0568
DESeq2	200	500	10	0.095647138	0.1382
fastANCOM	200	500	10	0.092465411	0.1411
LEfSe	200	500	10	0.095987385	0.1647
limma_voom	200	500	10	0.095104961	0.3406
LinDA	200	500	10	0.095552238	0.1629
MaAsLin2	200	500	10	0.0942383	0.1835
Wilcox	200	500	10	0.096445411	0.1569
ZicoSeq	200	500	10	0.00076087	7.00E-04
ALDEx2_wi	200	500	2	0.095135281	0.0104
Corncob	200	500	2	0.095285936	0.0105
DACOMP	200	500	2	0.074895757	0.0144
DESeq2	200	500	2	0.099637887	0.0391
fastANCOM	200	500	2	0.100639652	0.0126
LEfSe	200	500	2	0.099450775	0.0156
limma_voom	200	500	2	0.100185232	0.0509
LinDA	200	500	2	0.100899517	0.0178
MaAsLin2	200	500	2	0.106774604	0.0167
Wilcox	200	500	2	0.102125873	0.0148
ZicoSeq	200	500	2	0	0
ALDEx2_wi	200	500	5	0.103086477	0.0406
Corncob	200	500	5	0.101968322	0.0623
DACOMP	200	500	5	0.100804955	0.0498
DESeq2	200	500	5	0.098065998	0.097
fastANCOM	200	500	5	0.103199443	0.0684
LEfSe	200	500	5	0.100217089	0.0822
limma_voom	200	500	5	0.098112635	0.1662
LinDA	200	500	5	0.100498677	0.0932
MaAsLin2	200	500	5	0.100379428	0.095
Wilcox	200	500	5	0.101855638	0.0764
ZicoSeq	200	500	5	0	0
ALDEx2_wi	300	500	1	0	0
Corncob	300	500	1	0	0
DACOMP	300	500	1	0.001	1.00E-04
DESeq2	300	500	1	0.039058226	0.0036
fastANCOM	300	500	1	0	0
LEfSe	300	500	1	0.001282051	0.000102564
limma_voom	300	500	1	0.035861422	0.0148
LinDA	300	500	1	0.00125	1.00E-04
MaAsLin2	300	500	1	0.001	1.00E-04
Wilcox	300	500	1	0.00125	1.00E-04
ZicoSeq	300	500	1	0	0
ALDEx2_wi	300	500	10	0.098879815	0.106
Corncob	300	500	10	0.100884263	0.1919
DACOMP	300	500	10	0.10149941	0.0662
DESeq2	300	500	10	0.101368468	0.1963
fastANCOM	300	500	10	0.096985146	0.2027
LEfSe	300	500	10	0.100113004	0.2305
limma_voom	300	500	10	0.095938413	0.377
LinDA	300	500	10	0.100398832	0.2113
MaAsLin2	300	500	10	0.101498132	0.269
Wilcox	300	500	10	0.100483019	0.2175
ZicoSeq	300	500	10	0	0
ALDEx2_wi	300	500	2	0.088399709	0.0125
Corncob	300	500	2	0.092903718	0.014
DACOMP	300	500	2	0.084792495	0.0201
DESeq2	300	500	2	0.095646815	0.0499
fastANCOM	300	500	2	0.094575725	0.0169
LEfSe	300	500	2	0.09023908	0.0209
limma_voom	300	500	2	0.09221628	0.0546
LinDA	300	500	2	0.094730731	0.0266
MaAsLin2	300	500	2	0.088334615	0.0245
Wilcox	300	500	2	0.090452077	0.0191
ZicoSeq	300	500	2	0	0
ALDEx2_wi	300	500	5	0.09572113	0.0502
Corncob	300	500	5	0.096308711	0.0876
DACOMP	300	500	5	0.09488091	0.0492
DESeq2	300	500	5	0.096667929	0.1248
fastANCOM	300	500	5	0.09391512	0.0906
LEfSe	300	500	5	0.095937627	0.1104
limma_voom	300	500	5	0.094773575	0.1927
LinDA	300	500	5	0.097175898	0.1188
MaAsLin2	300	500	5	0.095666702	0.1266
Wilcox	300	500	5	0.095640334	0.1013
ZicoSeq	300	500	5	0	0
ALDEx2_wi	50	500	1	0	0
Corncob	50	500	1	0	0
DACOMP	50	500	1	0	0
DESeq2	50	500	1	0.021518116	0.0012
fastANCOM	50	500	1	0	0
LEfSe	50	500	1	0.000877193	0.000105263
limma_voom	50	500	1	0.046405894	0.0171
LinDA	50	500	1	0	0
MaAsLin2	50	500	1	0.005	1.00E-04
Wilcox	50	500	1	0	0
ZicoSeq	50	500	1	0	0
ALDEx2_wi	50	500	10	0.094696252	0.0179
Corncob	50	500	10	0.10128888	0.0221
DACOMP	50	500	10	0.090473936	0.026
DESeq2	50	500	10	0.095198593	0.0515
fastANCOM	50	500	10	0.09481728	0.0288
LEfSe	50	500	10	0.097974266	0.0312
limma_voom	50	500	10	0.093082737	0.1624
LinDA	50	500	10	0.096223863	0.0345
MaAsLin2	50	500	10	0.095523288	0.0334
Wilcox	50	500	10	0.09493478	0.0273
ZicoSeq	50	500	10	0	0
ALDEx2_wi	50	500	2	0.0445	0.0016
Corncob	50	500	2	0.049666667	0.0018
DACOMP	50	500	2	0.001	1.00E-04
DESeq2	50	500	2	0.082924839	0.0084
fastANCOM	50	500	2	0.0245	8.00E-04
LEfSe	50	500	2	0.05225	0.0019
limma_voom	50	500	2	0.0550571	0.0218
LinDA	50	500	2	0.05725	0.002
MaAsLin2	50	500	2	0.039698492	0.001507538
Wilcox	50	500	2	0.029333333	0.0013
ZicoSeq	50	500	2	0	0
ALDEx2_wi	50	500	5	0.105582057	0.0124
Corncob	50	500	5	0.108284179	0.0113
DACOMP	50	500	5	0.088403769	0.0166
DESeq2	50	500	5	0.094691351	0.0361
fastANCOM	50	500	5	0.10284	0.0153
LEfSe	50	500	5	0.102698783	0.0162
limma_voom	50	500	5	0.102583004	0.0687
LinDA	50	500	5	0.09292423	0.0176
MaAsLin2	50	500	5	0.09827938	0.0178
Wilcox	50	500	5	0.099664578	0.0137
ZicoSeq	50	500	5	0	0
ALDEx2_wi	500	500	1	0.005	1.00E-04
Corncob	500	500	1	0.000714286	1.00E-04
DACOMP	500	500	1	0	0
DESeq2	500	500	1	0.056235689	0.004
fastANCOM	500	500	1	0	0
LEfSe	500	500	1	0.000714286	2.00E-04
limma_voom	500	500	1	0.050829121	0.0161
LinDA	500	500	1	0.001458333	2.00E-04
MaAsLin2	500	500	1	0	0
Wilcox	500	500	1	0.005	1.00E-04
ZicoSeq	500	500	1	0	0
ALDEx2_wi	500	500	10	0.09907117	0.1548
Corncob	500	500	10	0.09795758	0.2706
DACOMP	500	500	10	0.103967819	0.0727
DESeq2	500	500	10	0.099908695	0.2752
fastANCOM	500	500	10	0.097820172	0.2922
LEfSe	500	500	10	0.099499696	0.3097
limma_voom	500	500	10	0.098816219	0.4714
LinDA	500	500	10	0.098686102	0.2631
MaAsLin2	500	500	10	0.098647983	0.3626
Wilcox	500	500	10	0.099003784	0.2973
ZicoSeq	500	500	10	0.000993651	0.0012
ALDEx2_wi	500	500	2	0.09090841	0.0211
Corncob	500	500	2	0.094443193	0.0295
DACOMP	500	500	2	0.092694009	0.0321
DESeq2	500	500	2	0.094469216	0.0681
fastANCOM	500	500	2	0.093444531	0.0314
LEfSe	500	500	2	0.092976149	0.0375
limma_voom	500	500	2	0.09607981	0.0826
LinDA	500	500	2	0.098574098	0.0457
MaAsLin2	500	500	2	0.095405601	0.0454
Wilcox	500	500	2	0.093514279	0.0336
ZicoSeq	500	500	2	0	0
ALDEx2_wi	500	500	5	0.103538226	0.0831
Corncob	500	500	5	0.101996198	0.1404
DACOMP	500	500	5	0.101138099	0.0581
DESeq2	500	500	5	0.100947067	0.185
fastANCOM	500	500	5	0.099869252	0.1382
LEfSe	500	500	5	0.10112183	0.1683
limma_voom	500	500	5	0.099591753	0.2368
LinDA	500	500	5	0.099584964	0.1552
MaAsLin2	500	500	5	0.099904643	0.1839
Wilcox	500	500	5	0.101860734	0.1575
ZicoSeq	500	500	5	0.000655738	8.00E-04
ALDEx2_wi	100	800	1	0	0
Corncob	100	800	1	0	0
DACOMP	100	800	1	0	0
DESeq2	100	800	1	0.007374695	0.00075
fastANCOM	100	800	1	0	0
LEfSe	100	800	1	0	0
limma_voom	100	800	1	0.074625783	0.033375
LinDA	100	800	1	0	0
MaAsLin2	100	800	1	0	0
Wilcox	100	800	1	0	0
ZicoSeq	100	800	1	0	0
ALDEx2_wi	100	800	10	0.10503604	0.0164375
Corncob	100	800	10	0.101618859	0.02175
DACOMP	100	800	10	0.097227242	0.0270625
DESeq2	100	800	10	0.078128036	0.0353125
fastANCOM	100	800	10	0.098847735	0.057625
LEfSe	100	800	10	0.099429125	0.0308125
limma_voom	100	800	10	0.100491156	0.381875
LinDA	100	800	10	0.099607421	0.0340625
MaAsLin2	100	800	10	0.098598281	0.0325625
Wilcox	100	800	10	0.099158691	0.0264375
ZicoSeq	100	800	10	0	0
ALDEx2_wi	100	800	2	0.072797619	0.0016875
Corncob	100	800	2	0.071964286	0.001625
DACOMP	100	800	2	0.015910714	0.00125
DESeq2	100	800	2	0.044996473	0.007125
fastANCOM	100	800	2	0.076630952	0.0016875
LEfSe	100	800	2	0.082345238	0.0025
limma_voom	100	800	2	0.091531184	0.062875
LinDA	100	800	2	0.073125	0.0019375
